vehicleId, time, type, last state, creationStep, lastStep, traveledDistance, emergencyBrakes
normal_2.225,105,Car,FINISHED,563,668,2785.5077612070572,0,
normal_2.224,103,Car,FINISHED,561,664,2791.367321166627,0,
normal_2.229,105,Car,FINISHED,573,678,2795.886395292897,0,
normal_2.228,102,Car,FINISHED,571,673,2772.3740564903183,0,
truck_flow.105,104,Truck,FINISHED,541,645,2779.018040700322,0,
truck_flow.106,105,Truck,FINISHED,547,652,2780.084423609891,0,
truck_flow.103,110,Truck,FINISHED,532,642,2790.629679160644,0,
truck_flow.104,103,Truck,FINISHED,536,639,2768.1182993658645,0,
truck_flow.101,113,Truck,FINISHED,522,635,2773.76039035025,0,
normal_2.223,103,Car,FINISHED,559,662,2779.089352892594,1,
truck_flow.102,107,Truck,FINISHED,527,634,2786.8201302537177,0,
normal_2.222,102,Car,FINISHED,555,657,2766.316359810199,1,
normal_2.221,102,Car,FINISHED,553,655,2791.4593789887113,0,
truck_flow.100,115,Truck,FINISHED,517,632,2771.48705247815,0,
normal_2.220,97,Car,COLLIDED,550,647,2639.657973796888,0,
normal_1.417,117,Car,FINISHED,1045,1162,2788.6694058681323,0,
normal_1.416,8,Car,COLLIDED,1040,1048,178.67705670463508,0,
normal_1.419,118,Car,FINISHED,1048,1166,2771.6027599391255,0,
normal_1.418,117,Car,FINISHED,1046,1163,2765.994110934491,0,
truck_flow.109,104,Truck,FINISHED,562,666,2771.391928694509,0,
normal_1.413,117,Car,FINISHED,1035,1152,2791.3065583595203,0,
normal_1.412,118,Car,FINISHED,1032,1150,2778.3190908820516,0,
truck_flow.107,108,Truck,FINISHED,552,660,2765.656704073891,0,
normal_1.415,120,Car,FINISHED,1038,1158,2776.7776557123416,0,
truck_flow.108,116,Truck,FINISHED,556,672,2780.05,0,
normal_1.414,120,Car,FINISHED,1037,1157,2791.6068178032306,0,
normal_1.420,118,Car,FINISHED,1050,1168,2789.1738267691317,0,
normal_1.422,119,Car,FINISHED,1055,1174,2796.6901278581686,1,
normal_1.421,55,Car,COLLIDED,1053,1108,1044.6726013371701,1,
normal_2.216,107,Car,FINISHED,540,647,2764.171614899815,0,
normal_2.215,105,Car,FINISHED,539,644,2785.3379878581854,0,
normal_2.214,37,Car,COLLIDED,535,572,976.316375948593,0,
normal_2.213,107,Car,FINISHED,533,640,2788.216853735663,0,
normal_2.219,99,Car,COLLIDED,548,647,2648.807738910029,0,
normal_2.218,106,Car,FINISHED,546,652,2783.6879562133136,0,
normal_2.217,102,Car,FINISHED,544,646,2779.9929028948186,0,
normal_2.20,96,Car,FINISHED,51,147,2773.3025619166397,0,
normal_2.21,93,Car,FINISHED,53,146,2764.9140157190946,0,
normal_2.22,7,Car,COLLIDED,57,64,184.7193978571711,0,
truck_flow.178,116,Truck,FINISHED,908,1024,2773.384804124215,0,
normal_2.23,96,Car,FINISHED,59,155,2768.7525086042724,0,
truck_flow.179,111,Truck,FINISHED,912,1023,2786.6580128433584,0,
normal_2.24,96,Car,FINISHED,61,157,2795.823847429795,1,
truck_flow.176,121,Truck,FINISHED,898,1019,2782.3838683768136,0,
normal_2.25,100,Car,FINISHED,63,163,2794.3547516864533,0,
truck_flow.177,114,Truck,FINISHED,903,1017,2774.743710079613,0,
normal_2.26,92,Car,FINISHED,67,159,2770.563531309155,0,
normal_2.27,21,Car,COLLIDED,69,90,669.3105937036885,1,
normal_2.28,96,Car,FINISHED,71,167,2780.8944415635106,0,
normal_2.29,93,Car,FINISHED,73,166,2761.1790135514293,2,
truck_flow.174,115,Truck,FINISHED,890,1005,2789.2611875556145,0,
truck_flow.175,118,Truck,FINISHED,894,1012,2781.2966208560774,0,
