Version,Timestamp,Simuliertes Szenario,Steps,Flocking,Fertige Fahrzeuge,Emergency Brakes,Kollisionen,avg Zeit,avg Distanz in Metern,UNDER_DISTANCE,IN_DISTANCE,OUT_OF_DISTANCE,NO_LEADER,Flocking Config
500 steps ohne Konsens mit Alignment,2024-10-04T04:57:25.428646200,DREISPURIGE_AUTOBAHN,500,true,277,212,0,191.93196202531647,2931.193092254587,min:1  avg:3.8076923076923075  max:11,min:1  avg:94.61084905660377  max:273,min:1  avg:135.8082901554404  max:271,min:1  avg:8.292096219931272  max:155,Radius: 90 Spe1: 1.0 Sep2: 0.4000000000000001
500 steps ohne Konsens mit Alignment,2024-10-04T05:00:57.106458900,DREISPURIGE_AUTOBAHN,500,true,241,96,0,201.74959612277868,2782.402604781259,min:1  avg:3.411764705882353  max:7,min:1  avg:92.50490196078431  max:278,min:1  avg:152.06104129263915  max:309,min:1  avg:9.698795180722891  max:152,Radius: 90 Spe1: 1.0 Sep2: 0.20000000000000007
500 steps ohne Konsens mit Alignment,2024-10-04T05:05:05.658671900,DREISPURIGE_AUTOBAHN,500,true,0,5,0,309.53909465020575,1942.994968960191,min:1  avg:62.4375  max:147,min:1  avg:160.0222222222222  max:424,min:2  avg:233.22279792746113  max:498,min:500  avg:500.0  max:500,Radius: 90 Spe1: 1.0 Sep2: 5.551115123125783E-17
500 steps ohne Konsens mit Alignment,2024-10-04T05:08:08.131295800,DREISPURIGE_AUTOBAHN,500,true,334,444,1,177.39556962025316,3320.3721725141504,min:1  avg:2.550314465408805  max:11,min:1  avg:122.08756567425569  max:308,min:1  avg:67.18556701030928  max:201,min:1  avg:7.889518413597734  max:181,Radius: 90 Spe1: 0.8 Sep2: 1.0
500 steps ohne Konsens mit Alignment,2024-10-04T05:11:13.227246300,DREISPURIGE_AUTOBAHN,500,true,334,322,0,178.98573692551506,3284.244378124077,min:1  avg:2.668181818181818  max:11,min:1  avg:106.94350282485875  max:296,min:1  avg:91.7448275862069  max:204,min:1  avg:7.684057971014493  max:160,Radius: 90 Spe1: 0.8 Sep2: 0.8
500 steps ohne Konsens mit Alignment,2024-10-04T05:14:25.615951700,DREISPURIGE_AUTOBAHN,500,true,305,219,0,184.91613924050634,3123.000297164593,min:1  avg:2.782051282051282  max:9,min:1  avg:98.0920245398773  max:302,min:1  avg:113.84020618556701  max:232,min:1  avg:8.006309148264984  max:186,Radius: 90 Spe1: 0.8 Sep2: 0.6000000000000001
500 steps ohne Konsens mit Alignment,2024-10-04T05:17:51.139054700,DREISPURIGE_AUTOBAHN,500,true,276,189,0,193.06677265500795,2933.9455673333496,min:1  avg:3.317757009345794  max:9,min:1  avg:95.53755868544602  max:299,min:1  avg:135.71230502599653  max:271,min:1  avg:8.272108843537415  max:160,Radius: 90 Spe1: 0.8 Sep2: 0.4000000000000001
500 steps ohne Konsens mit Alignment,2024-10-04T05:21:26.270704900,DREISPURIGE_AUTOBAHN,500,true,236,82,0,205.85528455284552,2771.100393701812,min:1  avg:3.3207547169811322  max:9,min:1  avg:99.54060913705584  max:282,min:1  avg:154.50545454545454  max:312,min:1  avg:9.646825396825397  max:176,Radius: 90 Spe1: 0.8 Sep2: 0.20000000000000007
500 steps ohne Konsens mit Alignment,2024-10-04T05:25:51.897181500,DREISPURIGE_AUTOBAHN,500,true,9,6,1,295.7181467181467,1969.007577290048,min:1  avg:64.77011494252874  max:129,min:1  avg:144.74074074074073  max:364,min:5  avg:251.016713091922  max:492,min:4  avg:125.0  max:473,Radius: 90 Spe1: 0.8 Sep2: 5.551115123125783E-17
500 steps ohne Konsens mit Alignment,2024-10-04T05:29:05.987908700,DREISPURIGE_AUTOBAHN,500,true,330,466,0,179.01105845181675,3313.3369910793626,min:1  avg:2.8734939759036147  max:10,min:1  avg:124.51640759930915  max:295,min:1  avg:65.49653979238754  max:208,min:1  avg:7.7457142857142856  max:190,Radius: 90 Spe1: 0.6000000000000001 Sep2: 1.0
500 steps ohne Konsens mit Alignment,2024-10-04T05:32:11.817859500,DREISPURIGE_AUTOBAHN,500,true,334,331,0,179.76703645007925,3287.8397114674626,min:1  avg:2.465811965811966  max:9,min:1  avg:109.62429906542056  max:299,min:1  avg:89.60172413793103  max:219,min:1  avg:7.263610315186247  max:173,Radius: 90 Spe1: 0.6000000000000001 Sep2: 0.8
500 steps ohne Konsens mit Alignment,2024-10-04T05:35:30.290088300,DREISPURIGE_AUTOBAHN,500,true,308,239,0,187.7885532591415,3123.429072668187,min:1  avg:3.276073619631902  max:13,min:1  avg:100.79752066115702  max:299,min:1  avg:117.16871704745166  max:233,min:1  avg:7.635514018691588  max:182,Radius: 90 Spe1: 0.6000000000000001 Sep2: 0.6000000000000001
500 steps ohne Konsens mit Alignment,2024-10-04T05:38:53.204302500,DREISPURIGE_AUTOBAHN,500,true,276,186,0,192.14920634920634,2945.785475153657,min:1  avg:3.0535714285714284  max:9,min:1  avg:94.9696261682243  max:299,min:1  avg:134.50862068965517  max:272,min:1  avg:8.318339100346021  max:167,Radius: 90 Spe1: 0.6000000000000001 Sep2: 0.4000000000000001
500 steps ohne Konsens mit Alignment,2024-10-04T05:42:28.128247100,DREISPURIGE_AUTOBAHN,500,true,241,91,0,206.1737012987013,2766.44502651209,min:1  avg:3.27027027027027  max:7,min:1  avg:99.7475  max:262,min:1  avg:154.93053016453382  max:308,min:1  avg:9.363636363636363  max:175,Radius: 90 Spe1: 0.6000000000000001 Sep2: 0.20000000000000007
500 steps ohne Konsens mit Alignment,2024-10-04T05:47:02.245818300,DREISPURIGE_AUTOBAHN,500,true,2,5,2,308.01446280991735,1975.0129681824055,min:1  avg:57.572463768115945  max:142,min:1  avg:154.93311036789297  max:349,min:1  avg:224.90887290167865  max:498,min:6  avg:300.0  max:500,Radius: 90 Spe1: 0.6000000000000001 Sep2: 5.551115123125783E-17
500 steps ohne Konsens mit Alignment,2024-10-04T05:50:11.366289800,DREISPURIGE_AUTOBAHN,500,true,330,467,0,177.14556962025316,3322.944874472707,min:1  avg:2.715625  max:10,min:1  avg:123.7298245614035  max:313,min:1  avg:66.0242214532872  max:207,min:1  avg:7.695156695156695  max:185,Radius: 90 Spe1: 0.4000000000000001 Sep2: 1.0
500 steps ohne Konsens mit Alignment,2024-10-04T05:53:19.871554200,DREISPURIGE_AUTOBAHN,500,true,329,339,1,178.23464566929133,3282.919493983856,min:1  avg:2.4653846153846155  max:11,min:1  avg:107.32347504621072  max:298,min:1  avg:89.52920962199313  max:210,min:1  avg:7.841642228739003  max:155,Radius: 90 Spe1: 0.4000000000000001 Sep2: 0.8
500 steps ohne Konsens mit Alignment,2024-10-04T05:56:37.252674600,DREISPURIGE_AUTOBAHN,500,true,307,229,0,186.92234548335975,3120.922927348134,min:1  avg:2.7839506172839505  max:11,min:1  avg:100.90447154471545  max:310,min:1  avg:114.3808695652174  max:238,min:1  avg:7.569182389937107  max:194,Radius: 90 Spe1: 0.4000000000000001 Sep2: 0.6000000000000001
500 steps ohne Konsens mit Alignment,2024-10-04T06:00:06.093595700,DREISPURIGE_AUTOBAHN,500,true,278,174,0,194.84603174603174,2930.3993277232075,min:1  avg:3.1743119266055047  max:8,min:1  avg:97.98398169336384  max:282,min:1  avg:135.03310104529618  max:271,min:1  avg:8.296928327645052  max:173,Radius: 90 Spe1: 0.4000000000000001 Sep2: 0.4000000000000001
500 steps ohne Konsens mit Alignment,2024-10-04T06:03:40.640290500,DREISPURIGE_AUTOBAHN,500,true,249,90,0,201.46612903225807,2789.5266146740773,min:1  avg:3.6016260162601625  max:10,min:1  avg:97.63659147869674  max:284,min:1  avg:151.9090909090909  max:302,min:1  avg:8.9272030651341  max:171,Radius: 90 Spe1: 0.4000000000000001 Sep2: 0.20000000000000007
500 steps ohne Konsens mit Alignment,2024-10-04T06:07:49.081638500,DREISPURIGE_AUTOBAHN,500,true,3,5,1,308.4297520661157,1967.9494922763333,min:1  avg:55.145833333333336  max:141,min:1  avg:159.17905405405406  max:361,min:1  avg:227.8753056234719  max:495,min:3  avg:250.0  max:497,Radius: 90 Spe1: 0.4000000000000001 Sep2: 5.551115123125783E-17
